idx,question_普通模型,pred_普通模型,gold_普通模型,score_普通模型,em_普通模型,rouge1_普通模型,categories_普通模型,use_cot_普通模型,cot_type_普通模型,question_COT模型,pred_COT模型,gold_COT模型,score_COT模型,em_COT模型,rouge1_COT模型,categories_COT模型,use_cot_COT模型,cot_type_COT模型,score_diff
317,根据专利文本，如果冷凝液体进入蒸馏缓冲罐时混有水，会产生什么影响？,会降低碳氢清洗效果,会引起碳氢酸化，影响碳氢清洗效果。,0.40384615384615385,0.0,0.5384615384615384,['其他'],False,unknown,根据专利文本，如果冷凝液体进入蒸馏缓冲罐时混有水，会产生什么影响？,会降低碳氢清洗效果,会引起碳氢酸化，影响碳氢清洗效果。,0.40384615384615385,0.0,0.5384615384615384,['其他'],False,other,0.0
318,在文件中第5页的示意图中，出油管（4）位于哪个部件的下方且与该部件直接相连？,真空缓冲罐(1),真空缓冲罐（1）,0.8125,1.0,0.75,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第5页的示意图中，出油管（4）位于哪个部件的下方且与该部件直接相连？,位于真空缓冲罐(1)的下方,真空缓冲罐（1）,0.42857142857142855,0.0,0.5714285714285714,"['位置关系', '部件识别', '指定页面']",True,position,0.38392857142857145
319,在文件中第5页的示意图中，哪个部件位于真空缓冲罐（1）的顶部？,负压罐(7),蒸馏入管（5）和负压罐（7）,0.30000000000000004,0.0,0.4,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第5页的示意图中，哪个部件位于真空缓冲罐（1）的顶部？,部件5和部件7位于真空缓冲罐(1)的顶部,蒸馏入管（5）和负压罐（7）,0.1764705882352941,0.0,0.23529411764705882,"['位置关系', '部件识别', '指定页面']",True,position,0.12352941176470594
320,根据文件中第5页的示意图，如果碳氢和水的混合物通过负压罐（7）进入真空缓冲罐（1），下一步会经过哪个部件？,蒸馏出管(6),蒸馏出管（6）,0.7857142857142857,1.0,0.7142857142857143,"['部件识别', '指定页面']",False,unknown,根据文件中第5页的示意图，如果碳氢和水的混合物通过负压罐（7）进入真空缓冲罐（1），下一步会经过哪个部件？,蒸馏出管(6),蒸馏出管（6）,0.7857142857142857,1.0,0.7142857142857143,"['部件识别', '指定页面']",True,identification,0.0
321,根据文件中第5页的示意图，蒸馏入管（5）底端的位置与哪个部件相关？,真空缓冲罐(1),位于溢流槽（2）的上方,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown,根据文件中第5页的示意图，蒸馏入管（5）底端的位置与哪个部件相关？,蒸馏入管(5)底端位于真空缓冲罐(1)的顶部,位于溢流槽（2）的上方,0.13636363636363635,0.0,0.1818181818181818,"['位置关系', '部件识别', '指定页面']",True,position,-0.13636363636363635
322,根据专利文本，挡风片在进风道内的作用是什么？,旋转抵靠在进风道前侧壁或后侧壁上,改变出风方向,0.06818181818181818,0.0,0.09090909090909091,"['部件识别', '功能作用']",False,unknown,根据专利文本，挡风片在进风道内的作用是什么？,旋转抵靠在进风道前侧壁或后侧壁上,改变出风方向,0.06818181818181818,0.0,0.09090909090909091,"['部件识别', '功能作用']",True,identification,0.0
323,在文件中第6页的示意图中，编号7的部件是什么？,伸缩杆,伸缩杆,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,在文件中第6页的示意图中，编号7的部件是什么？,伸缩杆,伸缩杆,1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
324,在文件中第6页的示意图中，编号11的部件相对于编号10的部件的位置是什么？,位于上方,位于其内部,0.33333333333333337,0.0,0.4444444444444445,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第6页的示意图中，编号11的部件相对于编号10的部件的位置是什么？,位于部件10的上方,位于其内部,0.3214285714285714,0.0,0.42857142857142855,"['位置关系', '部件识别', '指定页面']",True,position,0.011904761904761973
325,如果物料经过文件中第6页的滚筒后，需要进行分流，那么它将被推到哪个部件？,分流盒,分流盒(9),0.5,0.0,0.6666666666666666,"['部件识别', '指定页面']",False,unknown,如果物料经过文件中第6页的滚筒后，需要进行分流，那么它将被推到哪个部件？,分流盒,分流盒(9),0.5,0.0,0.6666666666666666,"['部件识别', '指定页面']",True,identification,0.0
326,根据文件中第6页的示意图，哪个部件直接支撑电机(6)？,部件5,支撑杆(5),0.16666666666666666,0.0,0.2222222222222222,"['部件识别', '指定页面']",False,unknown,根据文件中第6页的示意图，哪个部件直接支撑电机(6)？,支架(2)和(5),支撑杆(5),0.4,0.0,0.5333333333333333,"['部件识别', '指定页面']",True,identification,-0.23333333333333336
327,根据文本信息，波峰焊机铝轨的设计主要目的是什么？,波峰焊机铝轨,保护输送链，延长其使用寿命。,0.0,0.0,0.0,"['部件识别', '功能作用']",False,unknown,根据文本信息，波峰焊机铝轨的设计主要目的是什么？,提供波峰焊机专用铝轨，保护输送链,保护输送链，延长其使用寿命。,0.35,0.0,0.4666666666666667,"['部件识别', '功能作用']",True,identification,-0.35
328,根据专利文本，哪个部件用于在夹持线路板时防止与铝轨直接摩擦？,导轨,链爪导轨。,0.4285714285714286,0.0,0.5714285714285715,"['部件识别', '功能作用']",False,unknown,根据专利文本，哪个部件用于在夹持线路板时防止与铝轨直接摩擦？,套筒滚子链,链爪导轨。,0.15000000000000002,0.0,0.20000000000000004,"['部件识别', '功能作用']",True,identification,0.2785714285714286
329,在文件中第5页的图片中，编号为5的部件是什么？,链爪导轨,链爪导轨,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,在文件中第5页的图片中，编号为5的部件是什么？,链爪导轨,链爪导轨,1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
330,在文件中第5页提供的图片中，编号为6的部件相对于编号为7的部件的位置是什么？,位于左侧,在左侧,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",False,unknown,在文件中第5页提供的图片中，编号为6的部件相对于编号为7的部件的位置是什么？,位于左侧,在左侧,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",True,position,0.0
331,根据文件中第5页的示意图，如果想要调整链爪4的位置，需要先调整哪个部件？,连接螺丝3,连接螺丝3,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown,根据文件中第5页的示意图，如果想要调整链爪4的位置，需要先调整哪个部件？,部件3位于部件4的上方,连接螺丝3,0.09375000000000003,0.0,0.12500000000000003,"['位置关系', '部件识别', '指定页面']",True,position,0.90625
332,在文件中第5页的示意图中，哪个部件直接固定在输送链铝轨1上，并且其内部包含了套筒滚子链2？,部件3,承重链通道9,0.0,0.0,0.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown,在文件中第5页的示意图中，哪个部件直接固定在输送链铝轨1上，并且其内部包含了套筒滚子链2？,套筒滚子链2位于输送链铝轨1的下方,承重链通道9,0.06521739130434784,0.0,0.08695652173913045,"['位置关系', '部件识别', '连接关系', '指定页面']",True,position,-0.06521739130434784
333,根据文本信息，本发明目的是什么？,提供一种焊接密封结构，以减少热变形,提供不使流体性能降低就可以减少热变形的离心压缩机等的焊接槽密封结构及其焊接方法。,0.368421052631579,0.0,0.4912280701754386,"['部件识别', '功能作用']",False,unknown,根据文本信息，本发明目的是什么？,提供一种焊接槽密封结构，减少热变形,提供不使流体性能降低就可以减少热变形的离心压缩机等的焊接槽密封结构及其焊接方法。,0.368421052631579,0.0,0.4912280701754386,"['部件识别', '功能作用']",True,identification,0.0
334,根据专利文本，全自动送料装置包含哪两个主要组件？,支撑组件和输送组件,支撑组件和输送组件,1.0,1.0,1.0,['其他'],False,unknown,根据专利文本，全自动送料装置包含哪两个主要组件？,支撑组件和输送组件,支撑组件和输送组件,1.0,1.0,1.0,['其他'],False,other,0.0
335,三面水帘喷油柜的主要功能是什么？,用于水洗喷油柜,用于水洗喷油，过滤多余漆雾,0.44999999999999996,0.0,0.6,"['部件识别', '功能作用']",False,unknown,三面水帘喷油柜的主要功能是什么？,实现水的重复利用,用于水洗喷油，过滤多余漆雾,0.14285714285714288,0.0,0.1904761904761905,"['部件识别', '功能作用']",True,identification,0.30714285714285705
336,三面水帘喷油柜中，哪个部件负责将捞渣池内经过过滤的水抽至溢水槽内？,水泵,水泵,1.0,1.0,1.0,['部件识别'],False,unknown,三面水帘喷油柜中，哪个部件负责将捞渣池内经过过滤的水抽至溢水槽内？,水泵,水泵,1.0,1.0,1.0,['部件识别'],True,identification,0.0
337,在文件中第5页的示意图中，部件005相对于部件006的位置关系是？,部件005位于部件006的下方,部件005位于部件006的左侧,0.65,0.0,0.8666666666666667,"['位置关系', '指定页面']",False,unknown,在文件中第5页的示意图中，部件005相对于部件006的位置关系是？,部件005位于部件006的下方,部件005位于部件006的左侧,0.65,0.0,0.8666666666666667,"['位置关系', '指定页面']",True,position,0.0
338,在文件中第5页的示意图中，哪个部件在垂直方向上更高？,上方,部件006,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown,在文件中第5页的示意图中，哪个部件在垂直方向上更高？,部件006,部件006,1.0,1.0,1.0,"['部件识别', '指定页面']",True,position,-1.0
339,根据文件中第5页的示意图，如果需要对单层水帘板进行冲洗，需要哪个部件进行辅助？,二次洒水装置,二次洒水装置,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown,根据文件中第5页的示意图，如果需要对单层水帘板进行冲洗，需要哪个部件进行辅助？,二次洒水装置,二次洒水装置,1.0,1.0,1.0,"['部件识别', '指定页面']",True,identification,0.0
340,在文件中第7页提供的图片中，编号为12的部件是什么？,顶升驱动器,顶升固定座,0.30000000000000004,0.0,0.4000000000000001,"['部件识别', '指定页面']",False,unknown,在文件中第7页提供的图片中，编号为12的部件是什么？,旋转驱动器,顶升固定座,0.0,0.0,0.0,"['部件识别', '指定页面']",True,identification,0.30000000000000004
341,在文件中第7页提供的图片中，编号为5的部件是什么？,货叉,位移板,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown,在文件中第7页提供的图片中，编号为5的部件是什么？,货叉,位移板,0.0,0.0,0.0,"['部件识别', '指定页面']",True,identification,0.0
342,根据文件中第7页的图片，如果编号6的位移驱动器向右移动，会直接影响哪个部件的运动？,位移板(5),编号5的位移板,0.46153846153846145,0.0,0.6153846153846153,"['部件识别', '指定页面']",False,unknown,根据文件中第7页的图片，如果编号6的位移驱动器向右移动，会直接影响哪个部件的运动？,位移驱动器,编号5的位移板,0.25,0.0,0.3333333333333333,"['部件识别', '指定页面']",True,identification,0.21153846153846145
343,根据专利描述，本发明旨在解决什么问题？,解决流量计测量位置受限和易卡住损坏问题,提高流量计的测量精度和定位能力,0.3088235294117647,0.0,0.4117647058823529,['其他'],False,unknown,根据专利描述，本发明旨在解决什么问题？,解决流量计测量时存在的问题,提高流量计的测量精度和定位能力,0.3214285714285714,0.0,0.42857142857142855,['其他'],False,other,-0.012605042016806678
344,根据专利文本，本实用新型的穿墙、穿梁套管的主要目的是为了解决什么问题？,解决套管过短的问题,解决套管因混凝土浇灌或抹灰而过短的问题,0.4821428571428572,0.0,0.6428571428571429,['功能作用'],False,unknown,根据专利文本，本实用新型的穿墙、穿梁套管的主要目的是为了解决什么问题？,解决套管过短的问题,解决套管因混凝土浇灌或抹灰而过短的问题,0.4821428571428572,0.0,0.6428571428571429,['功能作用'],False,other,0.0
